time_ms,max_power_w,power_w,current_a,voltage_v,total_consumption_j,pwm_input_us,pwm_output_us,pwm_control_us,status
579330,241,13.039,1.18,11.05,3068,1226,1226,2000,0
579383,241,14.4886,1.31,11.06,3069,1226,1226,2000,0
579436,241,13.481001,1.22,11.05,3069,1230,1230,2000,0
579489,241,14.586,1.32,11.05,3069,1232,1232,2000,0
579542,241,15.1385,1.37,11.05,3069,1239,1239,2000,0
579595,241,15.5805,1.41,11.05,3070,1240,1240,2000,0
579648,241,16.575,1.5,11.05,3070,1247,1247,2000,0
579702,241,17.222399,1.56,11.04,3070,1250,1250,2000,0
579755,241,17.9952,1.63,11.04,3071,1258,1258,2000,0
579808,241,19.6334,1.78,11.03,3071,1259,1259,2000,0
579861,241,18.5304,1.68,11.03,3071,1264,1264,2000,0
579914,241,17.868599,1.62,11.03,3072,1275,1275,2000,0
579967,241,20.276802,1.84,11.02,3072,1279,1279,2000,0
580020,241,25.6533,2.33,11.01,3073,1285,1285,2000,0
580073,241,24.8826,2.26,11.01,3073,1290,1290,2000,0
580126,241,25.983599,2.36,11.01,3074,1294,1294,2000,0
580179,241,25.519999,2.32,11,3074,1296,1296,2000,0
580233,241,25.96,2.36,11,3075,1297,1297,2000,0
580286,241,25.08,2.28,11,3075,1300,1300,2000,0
580339,241,24.310001,2.21,11,3076,1301,1301,2000,0
580392,241,24.310001,2.21,11,3076,1302,1302,2000,0
580445,241,23.87,2.17,11,3077,1304,1304,2000,0
580498,241,25.189999,2.29,11,3077,1306,1306,2000,0
580551,241,24.42,2.22,11,3078,1305,1305,2000,0
580604,241,26.7057,2.43,10.99,3078,1311,1311,2000,0
580656,241,25.936398,2.36,10.99,3079,1315,1315,2000,0
580709,241,28.218597,2.57,10.98,3079,1320,1320,2000,0
580763,241,28.9872,2.64,10.98,3080,1322,1322,2000,0
580816,241,29.5362,2.69,10.98,3081,1322,1322,2000,0
580869,241,29.4264,2.68,10.98,3081,1324,1324,2000,0
580922,241,28.328398,2.58,10.98,3082,1327,1327,2000,0
580975,241,28.9872,2.64,10.98,3082,1330,1330,2000,0
581028,241,31.4839,2.87,10.97,3083,1334,1334,2000,0
581081,241,32.2518,2.94,10.97,3084,1335,1335,2000,0
581134,241,32.6608,2.98,10.96,3084,1342,1342,2000,0
581187,241,33.3184,3.04,10.96,3085,1343,1343,2000,0
581240,241,35.8392,3.27,10.96,3086,1345,1345,2000,0
581293,241,32.2224,2.94,10.96,3086,1352,1352,2000,0
581346,241,32.332,2.95,10.96,3087,1353,1353,2000,0
581399,241,33.537598,3.06,10.96,3088,1355,1355,2000,0
581452,241,36.6825,3.35,10.95,3088,1358,1358,2000,0
581505,241,36.463497,3.33,10.95,3089,1360,1360,2000,0
581558,241,40.1865,3.67,10.95,3090,1362,1362,2000,0
581611,241,35.7738,3.27,10.94,3090,1365,1365,2000,0
581664,241,37.9965,3.47,10.95,3091,1367,1367,2000,0
581717,241,35.04,3.2,10.95,3092,1367,1367,2000,0
581770,241,33.913998,3.1,10.94,3093,1369,1369,2000,0
581823,241,35.008,3.2,10.94,3093,1374,1374,2000,0
581876,241,36.2114,3.31,10.94,3094,1377,1377,2000,0
581929,241,35.6318,3.26,10.93,3095,1379,1379,2000,0
581982,241,38.1806,3.49,10.94,3096,1382,1382,2000,0
582035,241,44.4444,4.07,10.92,3096,1385,1385,2000,0
582088,241,40.2948,3.69,10.92,3097,1389,1389,2000,0
582141,241,43.68,4,10.92,3098,1395,1395,2000,0
582194,241,42.2217,3.87,10.91,3099,1402,1402,2000,0
582247,241,40.9125,3.75,10.91,3100,1410,1410,2000,0
582300,241,44.036,4.04,10.9,3100,1412,1412,2000,0
582353,241,44.363,4.07,10.9,3101,1421,1421,2000,0
582406,241,46.1736,4.24,10.89,3102,1427,1427,2000,0
582459,241,45.6291,4.19,10.89,3103,1427,1427,2000,0
582512,241,45.9558,4.22,10.89,3104,1430,1430,2000,0
582565,241,47.219204,4.34,10.88,3105,1435,1435,2000,0
582618,241,47.9808,4.41,10.88,3106,1439,1439,2000,0
582671,241,48.851196,4.49,10.88,3107,1440,1440,2000,0
582724,241,49.721603,4.57,10.88,3108,1442,1442,2000,0
582777,241,51.571198,4.74,10.88,3109,1445,1445,2000,0
582830,241,49.0688,4.51,10.88,3110,1448,1448,2000,0
582883,241,47.5019,4.37,10.87,3111,1457,1457,2000,0
582936,241,53.214,4.9,10.86,3112,1464,1464,2000,0
582990,241,51.7545,4.77,10.85,3113,1465,1465,2000,0
583043,241,54.191395,4.99,10.86,3114,1470,1470,2000,0
583096,241,53.9245,4.97,10.85,3115,1472,1472,2000,0
583149,241,54.1415,4.99,10.85,3116,1477,1477,2000,0
583202,241,50.9334,4.69,10.86,3117,1482,1482,2000,0
583255,241,56.745502,5.23,10.85,3118,1483,1483,2000,0
583308,241,52.7908,4.87,10.84,3119,1490,1490,2000,0
583361,241,59.1318,5.46,10.83,3120,1495,1495,2000,0
583414,241,54.082798,4.98,10.86,3121,1497,1000,1000,1
583466,241,53.608498,4.95,10.83,3123,1503,1503,2000,0
583519,241,59.7816,5.52,10.83,3124,1505,1505,2000,0
583572,241,59.2936,5.48,10.82,3125,1505,1505,2000,0
583626,241,59.6733,5.51,10.83,3126,1512,1512,2000,0
583679,241,59.9428,5.54,10.82,3127,1512,1512,2000,0
583732,241,62.1575,5.75,10.81,3129,1515,1515,2000,0
583785,241,61.617,5.7,10.81,3130,1515,1515,2000,0
583838,241,59.8874,5.54,10.81,3131,1517,1129,1129,1
583891,241,61.617,5.7,10.81,3132,1520,1520,2000,0
583944,241,62.748,5.81,10.8,3133,1523,1523,1781,0
583996,241,59.1318,5.46,10.83,3134,1525,1525,1567,0
584050,241,60.103603,5.56,10.81,3136,1528,1528,1549,0
584102,241,35.194603,3.22,10.93,3136,1533,1000,1000,1
584155,241,63.995205,5.92,10.81,3137,1537,1000,1000,1
584208,241,64.8956,6.02,10.78,3139,1538,1538,2000,0
584261,241,66.512596,6.17,10.78,3140,1540,1506,1506,1
584315,241,65.219,6.05,10.78,3141,1543,1543,2000,0
584368,241,67.1138,6.22,10.79,3143,1545,1062,1062,1
584421,241,38.476997,3.53,10.9,3143,1545,1000,1000,1
584474,241,69.4876,6.44,10.79,3144,1550,1550,2000,0
584527,241,53.5002,4.94,10.83,3146,1560,1560,2000,0
584580,241,44.919,4.14,10.85,3147,1568,1568,2000,0
584633,241,72.2667,6.71,10.77,3148,1572,1336,1336,1
584686,241,70.305,6.54,10.75,3149,1577,1108,1108,1
584739,241,41.9265,3.85,10.89,3150,1577,1000,1000,1
584792,241,32.3232,2.96,10.92,3151,1578,1000,1000,1
584845,241,32.699997,3,10.9,3152,1580,1580,2000,0
584898,241,66.4664,6.16,10.79,3153,1581,1000,1000,1
584951,241,69.5525,6.47,10.75,3154,1585,1585,2000,0
585004,241,75.18,7,10.74,3156,1590,1590,2000,0
585057,241,68.9716,6.41,10.76,3157,1592,1378,1378,1
585110,241,73.4616,6.84,10.74,3159,1593,1593,1666,0
585163,241,74.0288,6.88,10.76,3160,1594,1594,1720,0
585217,241,73.9986,6.89,10.74,3161,1598,1598,2000,0
585270,241,74.036995,6.9,10.73,3163,1602,1602,2000,0
585323,241,72.7098,6.77,10.74,3164,1603,1603,1776,0
585376,241,73.4616,6.84,10.74,3166,1603,1603,1618,0
585429,241,74.7504,6.96,10.74,3167,1611,1611,2000,0
585482,241,69.8973,6.49,10.77,3168,1613,1000,1000,1
585535,241,79.15379,7.37,10.74,3170,1618,1392,1392,1
585588,241,73.432,6.85,10.72,3171,1626,1000,1000,1
585641,241,78.363205,7.31,10.72,3173,1627,1627,2000,0
585694,241,73.6375,6.85,10.75,3174,1628,1000,1000,1
585747,241,77.6128,7.24,10.72,3176,1638,1638,1642,0
585800,241,83.0025,7.75,10.71,3177,1644,1000,1000,1
585853,241,77.7546,7.26,10.71,3179,1642,1642,2000,0
585906,241,65.9588,6.13,10.76,3180,1643,1643,2000,0
585959,241,76.5765,7.15,10.71,3182,1643,1643,2000,0
586012,241,68.7126,6.38,10.77,3183,1643,1000,1000,1
586065,241,55.029,5.1,10.79,3185,1645,1645,2000,0
586118,241,77.433304,7.23,10.71,3186,1643,1000,1000,1
586171,241,58.0502,5.38,10.79,3188,1653,1653,2000,0
586224,241,52.331497,4.85,10.79,3189,1656,1656,2000,0
586277,241,73.4616,6.84,10.74,3190,1657,1657,2000,0
586330,241,58.373898,5.41,10.79,3192,1673,1000,1000,1
586383,241,56.1638,5.21,10.78,3193,1671,1251,1251,1
586436,241,43.222797,3.98,10.86,3193,1671,1000,1000,1
586489,241,64.021996,5.95,10.76,3195,1671,1671,2000,0
586542,241,88.4543,8.29,10.67,3196,1673,1000,1000,1
586595,241,89.628,8.4,10.67,3198,1671,1671,1696,0
586648,241,61.6548,5.73,10.76,3200,1671,1339,1339,1
586701,241,61.6044,5.72,10.77,3201,1671,1671,2000,0
586754,241,32.0665,2.95,10.87,3202,1673,1673,2000,0
586806,241,28.5012,2.61,10.92,3203,1674,1442,1442,1
586859,241,53.450798,4.94,10.82,3203,1671,1671,1809,0
586912,241,41.989502,3.87,10.85,3204,1673,1000,1000,1
586965,241,69.23,6.44,10.75,3206,1671,1671,2000,0
587018,241,89.99249,8.45,10.65,3207,1671,1125,1125,1
587071,241,83.148,7.8,10.66,3209,1671,1671,2000,0
587124,241,63.64,5.92,10.75,3211,1671,1671,2000,0
587177,241,61.065903,5.67,10.77,3212,1671,1671,2000,0
587230,241,80.6463,7.53,10.71,3214,1671,1671,2000,0
587283,241,78.3972,7.32,10.71,3215,1671,1666,1666,1
587336,241,85.0399,7.97,10.67,3217,1671,1361,1361,1
587389,241,86.000206,8.06,10.67,3218,1671,1671,2000,0
587442,241,79.105995,7.4,10.69,3220,1671,1000,1000,1
587495,241,46.483006,4.3,10.81,3221,1671,1671,2000,0
587548,241,63.5916,5.91,10.76,3222,1671,1671,2000,0
587601,241,37.5756,3.46,10.86,3223,1671,1000,1000,1
587654,241,71.7025,6.67,10.75,3224,1671,1000,1000,1
587707,241,88.240906,8.27,10.67,3226,1671,1671,2000,0
587761,241,88.478004,8.3,10.66,3228,1671,1671,2000,0
587814,241,76.2192,7.11,10.72,3229,1671,1000,1000,1
587867,241,86.268295,8.07,10.69,3231,1673,1673,2000,0
587920,241,77.2887,7.23,10.69,3232,1671,1057,1057,1
587973,241,60.353603,5.63,10.72,3234,1671,1671,2000,0
588026,241,53.1947,4.93,10.79,3235,1671,1105,1105,1
588079,241,38.8059,3.57,10.87,3236,1673,1000,1000,1
588132,241,62.2006,5.77,10.78,3237,1671,1000,1000,1
588185,241,82.6925,7.75,10.67,3238,1671,1000,1000,1
588238,241,74.2203,6.93,10.71,3240,1671,1000,1000,1
588291,241,83.3327,7.81,10.67,3241,1671,1671,1832,0
588344,241,82.3724,7.72,10.67,3243,1671,1671,2000,0
588398,241,77.2191,7.21,10.71,3245,1673,1000,1000,1
588451,241,78.177605,7.32,10.68,3246,1673,1673,2000,0
588504,241,64.1296,5.96,10.76,3247,1673,1000,1000,1
588557,241,83.9448,7.86,10.68,3249,1671,1000,1000,1
588610,241,69.036804,6.44,10.72,3250,1671,1671,1845,0
588663,241,74.78809,6.97,10.73,3252,1671,1000,1000,1
588716,241,47.970997,4.45,10.78,3253,1671,1671,2000,0
588769,241,72.896,6.8,10.72,3254,1671,1671,2000,0
588822,241,63.5808,5.92,10.74,3256,1671,1671,2000,0
588875,241,52.567497,4.89,10.75,3257,1671,1671,2000,0
588928,241,79.715,7.45,10.7,3259,1671,1671,1918,0
588981,241,47.3916,4.38,10.82,3260,1671,1000,1000,1
589034,241,84.55789,7.91,10.69,3261,1671,1000,1000,1
589087,241,88.9275,8.35,10.65,3263,1671,1671,2000,0
589140,241,82.857,7.78,10.65,3264,1671,1000,1000,1
589193,241,74.4282,6.93,10.74,3266,1671,1000,1000,1
589247,241,79.4267,7.43,10.69,3267,1671,1671,2000,0
589299,241,83.6528,7.84,10.67,3269,1671,1671,2000,0
589352,241,65.575,6.1,10.75,3270,1671,1000,1000,1
589406,241,63.855,5.94,10.75,3272,1671,1000,1000,1
589458,241,37.5064,3.46,10.84,3273,1671,1671,2000,0
589511,241,60.419704,5.61,10.77,3274,1673,1673,2000,0
589565,241,83.3327,7.81,10.67,3275,1671,1671,2000,0
589618,241,87.838394,8.24,10.66,3277,1671,1671,2000,0
589671,241,80.5585,7.55,10.67,3279,1676,1398,1398,1
589724,241,55.7843,5.17,10.79,3280,1671,1671,2000,0
589777,241,76.219696,7.13,10.69,3281,1671,1000,1000,1
589830,241,83.4678,7.83,10.66,3283,1671,1458,1458,1
589883,241,77.6436,7.27,10.68,3284,1673,1673,2000,0
589936,241,78.4646,7.34,10.69,3286,1673,1000,1000,1
589989,241,70.4961,6.57,10.73,3287,1671,1356,1356,1
590042,241,57.081005,5.3,10.77,3288,1671,1365,1365,1
590096,241,59.988903,5.57,10.77,3290,1671,1000,1000,1
590149,241,49.896,4.62,10.8,3291,1673,1377,1377,1
590202,241,51.0367,4.73,10.79,3292,1671,1671,2000,0
590255,241,48.6804,4.52,10.77,3293,1671,1671,2000,0
590308,241,70.3647,6.57,10.71,3294,1676,1676,1845,0
590361,241,78.9165,7.41,10.65,3296,1673,1673,2000,0
590414,241,82.5375,7.75,10.65,3298,1671,1671,2000,0
590467,241,80.8164,7.56,10.69,3299,1673,1355,1355,1
590520,241,40.213203,3.72,10.81,3301,1673,1673,2000,0
590573,241,46.870003,4.36,10.75,3302,1681,1681,2000,0
590626,241,68.672,6.4,10.73,3303,1686,1263,1263,1
590679,241,34.5348,3.18,10.86,3304,1686,1000,1000,1
590732,241,60.204304,5.59,10.77,3305,1688,1688,2000,0
590785,241,92.1621,8.67,10.63,3306,1688,1688,2000,0
590838,241,71.1954,6.66,10.69,3308,1691,1691,2000,0
590891,241,32.5013,2.99,10.87,3309,1694,1000,1000,1
590944,241,33.231598,3.06,10.86,3310,1696,1696,2000,0
590997,241,35.5449,3.27,10.87,3310,1696,1000,1000,1
591050,241,60.5274,5.62,10.77,3311,1698,1698,1964,0
591103,241,58.2657,5.41,10.77,3313,1701,1031,1031,1
591156,241,80.3136,7.52,10.68,3314,1701,1000,1000,1
591209,241,87.238,8.23,10.6,3316,1707,1707,2000,0
591262,241,60.7375,5.65,10.75,3317,1706,1706,2000,0
591315,241,31.899002,2.94,10.85,3318,1711,1711,2000,0
591368,241,52.6552,4.88,10.79,3319,1723,1723,2000,0
591421,241,57.5107,5.33,10.79,3320,1726,1000,1000,1
591474,241,92.295494,8.65,10.67,3321,1728,1000,1000,1
591527,241,116.582405,11.04,10.56,3323,1734,1734,2000,0
591580,241,106.9684,10.12,10.57,3326,1736,1736,2000,0
591633,241,84.2652,7.89,10.68,3327,1736,1000,1000,1
591685,241,48.168003,4.46,10.8,3329,1740,1000,1000,1
591738,241,35.837997,3.3,10.86,3329,1741,1000,1000,1
591791,241,57.942604,5.38,10.77,3330,1749,1749,2000,0
591845,241,88.7376,8.34,10.64,3332,1755,1755,2000,0
591897,241,126.225105,12.01,10.51,3334,1758,1758,2000,0
591950,241,107.6064,10.19,10.56,3337,1766,1766,2000,0
592003,241,84.987,7.98,10.65,3338,1768,1000,1000,1
592056,241,58.104004,5.4,10.76,3340,1770,1000,1000,1
592109,241,49.803596,4.62,10.78,3341,1770,1074,1074,1
592162,241,58.1042,5.39,10.78,3342,1775,1775,1909,0
592215,241,90.31199,8.48,10.65,3343,1789,1000,1000,1
592268,241,73.6541,6.89,10.69,3345,1792,1792,2000,0
592321,241,111.1968,10.56,10.53,3347,1790,1000,1000,1
592374,241,126.95039,12.16,10.44,3349,1792,1000,1000,1
592427,241,89.739,8.45,10.62,3351,1797,1000,1000,1
592481,241,87.03521,8.18,10.64,3353,1804,1000,1000,1
592534,241,85.36,8,10.67,3355,1806,1000,1000,1
592587,241,69.0996,6.47,10.68,3357,1814,1814,2000,0
592640,241,129.3232,12.34,10.48,3359,1815,1000,1000,1
592693,241,131.2896,12.48,10.52,3361,1821,1000,1000,1
592746,241,85.784096,8.07,10.63,3363,1827,1000,1000,1
592799,241,57.3516,5.34,10.74,3364,1827,1827,2000,0
592852,241,54.388504,5.05,10.77,3366,1840,1000,1000,1
592905,241,56.6525,5.27,10.75,3366,1848,1666,1666,1
592958,241,56.2225,5.23,10.75,3367,1850,1000,1000,1
593011,241,82.8282,7.77,10.66,3369,1853,1853,2000,0
593064,241,150.592,14.48,10.4,3371,1852,1182,1182,1
593117,241,158.4647,15.37,10.31,3374,1857,1000,1000,1
593170,241,76.1124,7.14,10.66,3377,1858,1000,1000,1
593223,241,35.165,3.25,10.82,3378,1858,1858,2000,0
593276,241,44.578396,4.12,10.82,3379,1859,1000,1000,1
593329,241,33.7435,3.11,10.85,3379,1863,1863,2000,0
593382,241,23.500801,2.16,10.88,3380,1865,1865,2000,0
593435,241,56.542503,5.25,10.77,3381,1867,1000,1000,1
593488,241,82.4791,7.73,10.67,3382,1867,1000,1000,1
593541,241,76.5404,7.16,10.69,3384,1868,1000,1000,1
593594,241,144.261,13.7,10.53,3385,1867,1000,1000,1
593647,241,77.0675,7.25,10.63,3388,1867,1867,2000,0
593700,241,75.3667,7.09,10.63,3390,1867,1867,2000,0
593753,241,68.77,6.5,10.58,3392,1867,1867,2000,0
593806,241,79.0972,7.42,10.66,3394,1868,1000,1000,1
593860,241,29.9184,2.76,10.84,3395,1867,1867,2000,0
593912,241,52.6064,4.88,10.78,3396,1867,1000,1000,1
593965,241,83.60249,7.85,10.65,3397,1867,1000,1000,1
594018,241,82.615,7.75,10.66,3399,1865,1000,1000,1
594071,241,69.015,6.45,10.7,3400,1865,1000,1000,1
594124,241,66.233,6.19,10.7,3401,1870,1870,1940,0
594177,241,69.871,6.53,10.7,3403,1871,1000,1000,1
594230,241,33.7124,3.11,10.84,3404,1867,1088,1088,1
594283,241,65.345695,6.09,10.73,3405,1867,1867,2000,0
594336,241,63.071,5.9,10.69,3406,1865,1865,2000,0
594389,241,87.329994,8.2,10.65,3408,1865,1865,2000,0
594443,241,55.465504,5.15,10.77,3409,1867,1000,1000,1
594495,241,89.45999,8.4,10.65,3410,1865,1344,1344,1
594548,241,129.8662,12.38,10.49,3412,1867,1867,2000,0
594601,241,99.04089,9.37,10.57,3415,1868,1000,1000,1
594654,241,55.961,5.23,10.7,3417,1868,1868,2000,0
594708,241,55.147503,5.13,10.75,3418,1880,1880,2000,0
594761,241,46.892998,4.35,10.78,3419,1892,1892,2000,0
594814,241,74.5464,6.98,10.68,3420,1893,1000,1000,1
594867,241,68.159,6.37,10.7,3422,1895,1895,2000,0
594920,241,39.7072,3.68,10.79,3423,1899,1899,2000,0
594973,241,66.1424,6.17,10.72,3424,1900,1900,2000,0
595025,241,66.2496,6.18,10.72,3425,1900,1900,2000,0
595078,241,65.9736,6.16,10.71,3426,1899,1000,1000,1
595131,241,57.0825,5.31,10.75,3428,1898,1692,1692,1
595184,241,29.1048,2.68,10.86,3429,1900,1900,2000,0
595237,241,30.9225,2.85,10.85,3429,1899,1899,2000,0
595290,241,53.4105,4.95,10.79,3430,1898,1898,2000,0
595343,241,54.3816,5.04,10.79,3431,1899,1899,2000,0
595396,241,88.395,8.3,10.65,3432,1898,1000,1000,1
595450,241,66.233,6.19,10.7,3434,1898,1170,1170,1
595503,241,101.491,9.62,10.55,3435,1899,1000,1000,1
595556,241,167.56738,16.38,10.23,3438,1899,1000,1000,1
595609,241,83.8201,7.93,10.57,3441,1899,1000,1000,1
595662,241,41.904003,3.88,10.8,3442,1899,1267,1267,1
595715,241,36.2056,3.34,10.84,3443,1898,1000,1000,1
595768,241,60.414997,5.62,10.75,3444,1898,1898,2000,0
595821,241,101.65401,9.59,10.6,3445,1900,1000,1000,1
595874,241,86.2904,8.11,10.64,3447,1899,1000,1000,1
595927,241,69.888504,6.55,10.67,3449,1898,1898,2000,0
595980,241,81.1987,7.61,10.67,3450,1900,1000,1000,1
596033,241,80.3136,7.52,10.68,3452,1899,1000,1000,1
596086,241,40.969902,3.79,10.81,3453,1899,1899,2000,0
596139,241,73.83,6.9,10.7,3454,1899,1000,1000,1
596192,241,87.1081,8.21,10.61,3456,1898,1000,1000,1
596245,241,168.0357,16.33,10.29,3459,1899,1000,1000,1
596298,241,62.254402,5.84,10.66,3461,1898,1898,2000,0
596351,241,61.3683,5.73,10.71,3462,1899,1000,1000,1
596404,241,41.472,3.84,10.8,3463,1898,1898,2000,0
596457,241,47.843998,4.43,10.8,3464,1899,1000,1000,1
596510,241,55.899998,5.2,10.75,3465,1898,1898,2000,0
596563,241,86.871605,8.18,10.62,3467,1899,1899,2000,0
596617,241,73.034004,6.89,10.6,3469,1898,1898,2000,0
596669,241,116.865,11.13,10.5,3471,1898,1898,2000,0
596723,241,111.6162,10.62,10.51,3473,1898,1000,1000,1
596776,241,85.5456,8.04,10.64,3475,1898,1000,1000,1
596829,241,45.557102,4.23,10.77,3476,1898,1532,1532,1
596882,241,54.2304,5.04,10.76,3477,1898,1898,2000,0
596935,241,84.561,7.94,10.65,3478,1900,1000,1000,1
596988,241,71.022,6.65,10.68,3480,1899,1899,2000,0
597041,241,71.2756,6.68,10.67,3482,1899,1899,2000,0
