time_ms,max_power_w,power_w,current_a,voltage_v,total_consumption_j,pwm_input_us,pwm_output_us,pwm_control_us,status
1213348,194,0.366,0.03,12.2,1093,989,1000,1858,0
1213401,194,0.366,0.03,12.2,1093,989,1000,1858,0
1213454,194,0.366,0.03,12.2,1093,989,1000,1859,0
1213506,194,0.366,0.03,12.2,1093,989,1000,1858,0
1213559,194,0.24399999,0.02,12.2,1093,989,1000,1858,0
1213612,194,0.366,0.03,12.2,1093,989,1000,1858,0
1213664,194,0.366,0.03,12.2,1093,989,1000,1858,0
1213717,194,0.3663,0.03,12.21,1093,989,1000,1858,0
1213769,194,0.3663,0.03,12.21,1093,989,1000,1858,0
1213822,194,0.3663,0.03,12.21,1093,989,1000,1858,0
1213875,194,0.3663,0.03,12.21,1093,989,1000,1858,0
1213927,194,0.3663,0.03,12.21,1093,989,1000,1858,0
1213980,194,0.3663,0.03,12.21,1093,989,1000,1858,0
1214032,194,0.3663,0.03,12.21,1093,989,1000,1858,0
