time_ms,max_power_w,power_w,current_a,voltage_v,total_consumption_j,pwm_input_us,pwm_output_us,pwm_control_us,status
1195298,194,77.6744,6.43,12.08,643,1492,1430,1430,1
1195351,194,69.1481,5.71,12.11,644,1500,1500,1692,0
1195404,194,67.647995,5.6,12.08,646,1500,1457,1457,1
1195456,194,54.918,4.52,12.15,647,1505,1505,1725,0
1195509,194,70.664,5.84,12.1,649,1505,1390,1390,1
1195562,194,69.984,5.76,12.15,650,1515,1515,1571,0
1195615,194,67.15501,5.55,12.1,651,1520,1419,1419,1
1195667,194,69.3903,5.73,12.11,652,1528,1432,1432,1
1195720,194,65.03069,5.37,12.11,654,1538,1538,1791,0
1195772,194,66.483894,5.49,12.11,655,1548,1439,1439,1
1195825,194,53.416004,4.4,12.14,656,1563,1563,1660,0
1195878,194,41.8117,3.43,12.19,657,1572,1572,1940,0
1195931,194,85.073,7.06,12.05,658,1580,1055,1055,1
1195984,194,52.5312,4.32,12.16,660,1601,1601,2000,0
1196036,194,80.8555,6.71,12.05,661,1611,1214,1214,1
1196089,194,32.696,2.68,12.2,662,1634,1634,2000,0
1196142,194,63.1452,5.21,12.12,663,1643,1608,1608,1
1196194,194,72.479996,6,12.08,665,1647,1381,1381,1
1196247,194,67.3316,5.56,12.11,666,1653,1653,1658,0
1196300,194,93.1976,7.76,12.01,668,1660,1000,1000,1
1196353,194,52.123497,4.29,12.15,669,1656,1656,1950,0
1196406,194,94.9991,7.91,12.01,670,1656,1013,1013,1
1196458,194,38.8861,3.19,12.19,671,1657,1657,2000,0
1196511,194,79.770996,6.62,12.05,672,1657,1318,1318,1
1196564,194,36.3883,2.99,12.17,674,1658,1658,2000,0
1196617,194,63.835205,5.28,12.09,675,1658,1595,1595,1
1196670,194,62.626198,5.18,12.09,677,1660,1541,1541,1
1196722,194,58.3453,4.81,12.13,678,1657,1657,1842,0
1196775,194,93.96,7.83,12,679,1658,1000,1000,1
1196828,194,50.543995,4.16,12.15,680,1658,1658,2000,0
1196881,194,84.641205,7.03,12.04,682,1658,1239,1239,1
1196933,194,37.4836,3.08,12.17,683,1668,1668,2000,0
1196986,194,82.181,6.82,12.05,684,1678,1354,1354,1
1197039,194,62.626198,5.18,12.09,686,1704,1670,1670,1
1197092,194,65.945,5.45,12.1,687,1708,1621,1621,1
1197145,194,63.246796,5.24,12.07,688,1721,1426,1426,1
1197197,194,51.5525,4.25,12.13,689,1726,1726,1968,0
1197250,194,98.0782,8.18,11.99,691,1736,1023,1023,1
1197303,194,57.448795,4.74,12.12,692,1740,1740,2000,0
1197356,194,88.0333,7.33,12.01,694,1749,1221,1221,1
1197409,194,42.4035,3.49,12.15,695,1763,1763,2000,0
1197462,194,78.807,6.54,12.05,696,1774,1534,1534,1
1197515,194,65.9682,5.47,12.06,698,1782,1594,1594,1
1197567,194,71.4544,5.92,12.07,699,1789,1679,1679,1
1197620,194,100.3086,8.38,11.97,701,1792,1000,1000,1
1197672,194,56.3115,4.65,12.11,702,1790,1790,1972,0
1197725,194,96.5979,8.07,11.97,704,1799,1073,1073,1
1197778,194,41.6745,3.43,12.15,705,1800,1800,2000,0
1197831,194,84.910706,7.07,12.01,706,1802,1358,1358,1
1197884,194,44.3592,3.66,12.12,708,1804,1804,1912,0
1197936,194,73.505,6.1,12.05,709,1805,1614,1614,1
1197989,194,72.24,6,12.04,711,1808,1460,1460,1
1198042,194,65.178,5.4,12.07,712,1809,1809,1865,0
1198095,194,99.7825,8.35,11.95,714,1810,1000,1000,1
1198147,194,60.258003,4.98,12.1,715,1818,1818,2000,0
1198200,194,91.2876,7.62,11.98,716,1822,1250,1250,1
1198253,194,44.153202,3.64,12.13,718,1825,1825,2000,0
1198306,194,85.92,7.16,12,719,1827,1432,1432,1
1198358,194,71.397194,5.93,12.04,721,1837,1569,1569,1
1198411,194,75.0092,6.23,12.04,722,1840,1635,1635,1
1198464,194,69.7818,5.82,11.99,724,1850,1308,1308,1
1198517,194,57.6216,4.77,12.08,725,1855,1855,1973,0
1198570,194,101.49,8.5,11.94,727,1865,1000,1000,1
1198622,194,60.037598,4.97,12.08,728,1878,1878,2000,0
1198675,194,89.730194,7.49,11.98,729,1887,1300,1300,1
1198728,194,43.923004,3.63,12.1,731,1903,1903,2000,0
1198781,194,81.96,6.83,12,732,1915,1623,1623,1
1198834,194,73.5033,6.11,12.03,734,1920,1548,1548,1
1198886,194,75.789,6.3,12.03,735,1933,1781,1781,1
1198939,194,103.5198,8.67,11.94,737,1938,1000,1000,1
1198992,194,59.263695,4.91,12.07,738,1945,1945,2000,0
1199045,194,101.33599,8.48,11.95,740,1952,1204,1204,1
1199098,194,58.539497,4.85,12.07,742,1955,1955,1991,0
1199150,194,72.18,6,12.03,743,1956,1787,1787,1
1199203,194,87.474,7.32,11.95,744,1955,1145,1145,1
1199256,194,35.813,2.95,12.14,746,1955,1955,2000,0
1199309,194,79.0258,6.58,12.01,747,1955,1614,1614,1
1199361,194,76.1049,6.39,11.91,749,1955,1072,1072,1
1199414,194,60.661804,5.03,12.06,750,1956,1956,2000,0
1199467,194,104.1808,8.74,11.92,752,1955,1020,1020,1
1199520,194,44.612103,3.69,12.09,753,1955,1955,2000,0
1199573,194,88.9824,7.44,11.96,754,1955,1397,1397,1
1199626,194,45.5793,3.77,12.09,756,1955,1955,2000,0
1199678,194,76.0233,6.33,12.01,757,1955,1706,1706,1
1199731,194,72.06,6,12.01,759,1955,1544,1544,1
1199784,194,76.447205,6.36,12.02,760,1955,1829,1829,1
1199837,194,105.7608,8.88,11.91,762,1955,1000,1000,1
1199890,194,60.852505,5.05,12.05,763,1955,1955,2000,0
1199942,194,103.3788,8.68,11.91,765,1955,1194,1194,1
1199996,194,47.8764,3.96,12.09,766,1954,1954,2000,0
1200048,194,89.864,7.52,11.95,768,1955,1420,1420,1
1200101,194,60.973,5.06,12.05,770,1955,1741,1741,1
1200154,194,75.96,6.33,12,771,1955,1710,1710,1
1200207,194,71.399994,5.95,12,773,1956,1431,1431,1
1200260,194,63.383003,5.26,12.05,774,1955,1955,1988,0
1200312,194,103.52999,8.7,11.9,776,1955,1000,1000,1
1200365,194,61.334503,5.09,12.05,777,1955,1955,2000,0
1200418,194,90.341995,7.56,11.95,778,1955,1387,1387,1
1200471,194,50.0112,4.14,12.08,780,1955,1955,2000,0
1200523,194,92.015,7.7,11.95,781,1956,1514,1514,1
1200576,194,75.4171,6.29,11.99,783,1955,1546,1546,1
1200629,194,77.815094,6.49,11.99,784,1955,1701,1701,1
1200682,194,79.839905,6.67,11.97,786,1955,1131,1131,1
1200735,194,64.0528,5.32,12.04,787,1954,1954,1966,0
1200788,194,109.2691,9.19,11.89,789,1955,1003,1003,1
1200840,194,47.8368,3.96,12.08,791,1955,1955,2000,0
1200893,194,92.415596,7.74,11.94,792,1955,1347,1347,1
1200946,194,47.998802,3.98,12.06,794,1956,1956,2000,0
1200999,194,77.270996,6.45,11.98,795,1959,1687,1687,1
1201052,194,72.9582,6.09,11.98,797,1956,1513,1513,1
1201104,194,74.9375,6.25,11.99,798,1955,1821,1821,1
1201157,194,103.561905,8.71,11.89,800,1955,1000,1000,1
1201210,194,61.593597,5.12,12.03,801,1955,1955,2000,0
1201263,194,104.125,8.75,11.9,803,1955,1187,1187,1
1201316,194,47.3144,3.92,12.07,804,1955,1955,2000,0
1201369,194,90.548706,7.59,11.93,806,1955,1416,1416,1
1201421,194,67.56,5.63,12,807,1955,1640,1640,1
1201474,194,77.1512,6.44,11.98,809,1955,1697,1697,1
1201527,194,72.2988,6.04,11.97,811,1955,1443,1443,1
1201579,194,61.782803,5.14,12.02,812,1955,1955,1987,0
1201632,194,107.12891,9.01,11.89,813,1955,1000,1000,1
1201685,194,62.9692,5.23,12.04,815,1955,1955,2000,0
1201737,194,89.7136,7.52,11.93,816,1954,1350,1350,1
1201790,194,46.913403,3.89,12.06,818,1955,1955,2000,0
1201842,194,77.805,6.5,11.97,819,1955,1556,1556,1
1201895,194,75.2913,6.29,11.97,821,1954,1547,1547,1
1201948,194,77.3908,6.46,11.98,822,1955,1756,1756,1
1202001,194,103.4748,8.71,11.88,824,1956,1237,1237,1
1202054,194,62.143402,5.17,12.02,825,1954,1954,1984,0
1202106,194,103.8312,8.74,11.88,827,1955,1012,1012,1
1202159,194,49.325405,4.09,12.06,829,1954,1954,2000,0
1202212,194,90.234406,7.57,11.92,830,1955,1377,1377,1
1202265,194,47.0764,3.91,12.04,832,1955,1955,2000,0
1202318,194,76.0095,6.35,11.97,833,1955,1715,1715,1
1202371,194,75.0519,6.27,11.97,835,1955,1553,1553,1
1202423,194,65.88,5.49,12,836,1955,1830,1830,1
1202476,194,105.1682,8.86,11.87,838,1958,1000,1000,1
1202529,194,62.383804,5.19,12.02,839,1955,1955,2000,0
1202581,194,90.6351,7.61,11.91,841,1955,1183,1183,1
1202634,194,46.754,3.88,12.05,842,1955,1955,2000,0
1202687,194,93.2144,7.82,11.92,844,1955,1425,1425,1
1202740,194,75.7701,6.33,11.97,845,1955,1721,1721,1
1202792,194,76.608,6.4,11.97,847,1955,1698,1698,1
1202845,194,73.0145,6.11,11.95,848,1955,1328,1328,1
1202898,194,60.890705,5.07,12.01,850,1954,1954,1980,0
1202951,194,107.779594,9.08,11.87,851,1955,1000,1000,1
1203004,194,59.499,4.95,12.02,853,1955,1955,2000,0
1203056,194,92.6184,7.77,11.92,854,1954,1367,1367,1
1203109,194,46.5948,3.87,12.04,856,1955,1955,2000,0
1203162,194,81.07259,6.79,11.94,857,1955,1653,1653,1
1203214,194,73.912796,6.18,11.96,859,1955,1542,1542,1
1203267,194,75.946,6.35,11.96,860,1955,1771,1771,1
1203320,194,102.67549,8.65,11.87,862,1956,1000,1000,1
1203372,194,61.1309,5.09,12.01,863,1955,1955,1994,0
1203425,194,103.4192,8.72,11.86,865,1956,1107,1107,1
1203478,194,47.959,3.98,12.05,866,1955,1955,2000,0
1203531,194,89.682304,7.53,11.91,868,1968,1396,1396,1
1203584,194,45.2328,3.76,12.03,870,1978,1929,1929,1
1203636,194,75.587204,6.32,11.96,871,1987,1725,1725,1
1203689,194,73.4925,6.15,11.95,873,1998,1506,1506,1
1203742,194,75.7701,6.33,11.97,874,2003,1886,1886,1
1203795,194,110.891,9.35,11.86,876,2001,1000,1000,1
1203847,194,63,5.25,12,877,2004,2000,2000,1
1203900,194,91.15399,7.66,11.9,878,2002,1376,1376,1
1203953,194,50.6884,4.21,12.04,880,2003,2000,2000,1
1204006,194,89.8014,7.54,11.91,881,2002,1522,1522,1
1204058,194,77.9682,6.53,11.94,883,2003,1519,1519,1
1204111,194,75.524,6.32,11.95,884,2003,1792,1792,1
1204164,194,75.628494,6.35,11.91,886,2003,1355,1355,1
1204217,194,62.4679,5.21,11.99,888,2003,2000,2000,1
1204269,194,102.38401,8.64,11.85,889,2002,1044,1044,1
1204322,194,54.5708,4.54,12.02,891,2002,2000,2000,1
1204375,194,83.9655,7.05,11.91,892,2003,1549,1549,1
1204427,194,61.9366,5.17,11.98,894,2003,1790,1790,1
1204480,194,51.729,4.3,12.03,895,2013,2000,2000,1
1204533,194,95.9904,8.08,11.88,897,2012,1239,1239,1
1204586,194,44.8719,3.73,12.03,898,2012,2000,2000,1
1204638,194,73.4925,6.15,11.95,899,2012,1803,1803,1
1204691,194,81.124,6.8,11.93,901,2012,1425,1425,1
1204744,194,69.7236,5.82,11.98,902,2012,2000,2000,1
1204797,194,95.078705,8.01,11.87,904,2012,1205,1205,1
1204850,194,42.9828,3.57,12.04,906,2012,2000,2000,1
1204902,194,76.9028,6.43,11.96,907,2012,1637,1637,1
1204955,194,85.228004,7.15,11.92,909,2012,1395,1395,1
1205008,194,63.187298,5.27,11.99,910,2012,2000,2000,1
1205061,194,91.434105,7.69,11.89,911,2012,1259,1259,1
1205113,194,48.7215,4.05,12.03,913,2012,2000,2000,1
1205166,194,95.595604,8.04,11.89,914,2012,1502,1502,1
1205219,194,75.3414,6.31,11.94,916,2012,1636,1636,1
1205271,194,78.4458,6.57,11.94,917,2012,1736,1736,1
1205324,194,73.904,6.2,11.92,919,2012,1271,1271,1
1205377,194,60.9782,5.09,11.98,920,2012,2000,2000,1
1205430,194,100.75841,8.51,11.84,922,2012,1079,1079,1
1205483,194,55.9666,4.66,12.01,924,2012,2000,2000,1
1205535,194,91.434105,7.69,11.89,925,2012,1394,1394,1
1205588,194,47.118404,3.92,12.02,927,2012,2000,2000,1
1205641,194,76.8292,6.44,11.93,928,2012,1627,1627,1
1205694,194,74.4432,6.24,11.93,930,2012,1590,1590,1
1205747,194,78.207,6.55,11.94,931,2012,1774,1774,1
1205800,194,102.889595,8.69,11.84,933,2012,1128,1128,1
1205853,194,63.134598,5.27,11.98,934,2012,2000,2000,1
1205906,194,101.3504,8.56,11.84,936,2012,1147,1147,1
1205959,194,50.8446,4.23,12.02,937,2012,2000,2000,1
1206011,194,89.3376,7.52,11.88,939,2012,1402,1402,1
1206064,194,55.6336,4.64,11.99,940,2012,2000,2000,1
1206117,194,73.966,6.2,11.93,942,2012,1739,1739,1
1206169,194,74.3239,6.23,11.93,943,2012,1592,1592,1
1206222,194,63.0819,5.27,11.97,945,2012,2000,2000,1
1206274,194,103.5125,8.75,11.83,946,2012,1007,1007,1
1206327,194,63.2544,5.28,11.98,948,2012,2000,2000,1
1206380,194,93.0204,7.83,11.88,949,2012,1373,1373,1
1206433,194,47.919903,3.99,12.01,951,2012,2000,2000,1
1206485,194,95.2776,8.02,11.88,952,2012,1504,1504,1
1206538,194,72.6537,6.09,11.93,954,2012,1599,1599,1
1206591,194,77.9029,6.53,11.93,955,2012,1741,1741,1
1206644,194,73.9611,6.21,11.91,957,2012,1277,1277,1
1206696,194,65.4759,5.47,11.97,958,2012,1991,1991,1
1206749,194,105.1687,8.89,11.83,960,2012,1050,1050,1
1206802,194,53.159996,4.43,12,961,2012,2000,2000,1
1206854,194,92.9016,7.82,11.88,963,2012,1407,1407,1
1206907,194,48.840004,4.07,12,965,2012,2000,2000,1
1206960,194,78.1296,6.56,11.91,966,2012,1718,1718,1
1207013,194,71.8776,6.03,11.92,968,2012,1602,1602,1
1207066,194,78.8573,6.61,11.93,969,2012,1800,1800,1
1207118,194,106.115105,8.97,11.83,971,2016,1000,1000,1
1207171,194,63.441,5.3,11.97,972,2012,2000,2000,1
1207224,194,108.5994,9.18,11.83,974,2012,1105,1105,1
1207277,194,49.4812,4.12,12.01,975,2012,2000,2000,1
1207330,194,88.1941,7.43,11.87,977,2012,1465,1465,1
1207383,194,55.733597,4.66,11.96,978,2012,1789,1789,1
1207435,194,78.605995,6.6,11.91,980,2012,1721,1721,1
1207488,194,72.8312,6.11,11.92,982,2012,1525,1525,1
1207541,194,66.681,5.58,11.95,983,2012,1990,1990,1
1207594,194,106.971,9.05,11.82,985,2012,1000,1000,1
1207647,194,63.800102,5.33,11.97,986,2012,2000,2000,1
1207700,194,91.398994,7.7,11.87,987,2010,1409,1409,1
1207752,194,50.04,4.17,12,989,2010,2000,2000,1
1207805,194,91.9925,7.75,11.87,990,2010,1533,1533,1
1207858,194,73.1888,6.14,11.92,992,2010,1587,1587,1
1207911,194,75.8667,6.37,11.91,993,2009,1775,1775,1
1207963,194,75.8582,6.38,11.89,995,2009,1290,1290,1
1208016,194,62.857002,5.26,11.95,997,2008,1998,1998,1
1208069,194,107.8253,9.13,11.81,998,2010,1000,1000,1
1208122,194,54.7486,4.57,11.98,1000,2008,2000,2000,1
1208175,194,86.532295,7.29,11.87,1001,2009,1494,1494,1
1208228,194,55.660503,4.65,11.97,1003,2008,1918,1918,1
1208280,194,59.8,5,11.96,1004,2009,2000,2000,1
1208333,194,99.5244,8.42,11.82,1006,2008,1081,1081,1
1208386,194,60.209103,5.03,11.97,1007,2009,2000,2000,1
1208439,194,89.2624,7.52,11.87,1009,2009,1438,1438,1
1208491,194,53.909996,4.5,11.98,1010,2011,2000,2000,1
1208544,194,87.318,7.35,11.88,1012,2009,1663,1663,1
1208597,194,87.3632,7.36,11.87,1013,2009,1316,1316,1
1208650,194,54.7486,4.57,11.98,1014,2009,2000,2000,1
1208702,194,99.33761,8.39,11.84,1016,2008,1396,1396,1
1208755,194,62.565594,5.24,11.94,1018,2008,1818,1818,1
1208808,194,67.2222,5.63,11.94,1019,2008,1900,1900,1
1208861,194,101.1792,8.56,11.82,1020,2008,1149,1149,1
1208913,194,47.4,3.95,12,1022,2008,2000,2000,1
1208967,194,87.1258,7.34,11.87,1023,2005,1549,1549,1
1209019,194,75.684,6.36,11.9,1025,2003,1530,1530,1
1209072,194,78.53999,6.6,11.9,1026,2000,1745,1745,1
1209125,194,75.7393,6.37,11.89,1028,1995,1407,1407,1
1209178,194,61.2522,5.13,11.94,1029,1995,1995,2000,0
1209230,194,106.1719,8.99,11.81,1031,1994,1022,1022,1
1209283,194,62.6704,5.24,11.96,1032,1992,1992,2000,0
1209336,194,90.297005,7.62,11.85,1034,1993,1415,1415,1
1209389,194,47.92,4,11.98,1036,1996,1996,2000,0
1209441,194,82.8733,6.97,11.89,1037,1992,1673,1673,1
1209494,194,72.471,6.09,11.9,1039,1991,1588,1588,1
1209547,194,79.016,6.64,11.9,1040,1991,1749,1749,1
1209600,194,97.3144,8.24,11.81,1042,1988,1000,1000,1
1209653,194,62.684998,5.25,11.94,1043,1988,1988,2000,0
1209706,194,108.206,9.17,11.8,1045,1979,1075,1075,1
1209758,194,47.321,3.95,11.98,1046,1968,1968,2000,0
1209811,194,92.5485,7.81,11.85,1048,1944,1387,1387,1
1209864,194,46.9224,3.92,11.97,1049,1931,1931,1942,0
1209917,194,77.945,6.55,11.9,1051,1924,1725,1725,1
1209970,194,73.2424,6.16,11.89,1052,1918,1487,1487,1
1210022,194,71.400795,5.99,11.92,1054,1900,1897,1897,1
1210075,194,104.51851,8.85,11.81,1055,1884,1000,1000,1
1210128,194,60.227997,5.04,11.95,1057,1870,1870,2000,0
1210181,194,93.536,7.9,11.84,1058,1852,1313,1313,1
1210234,194,45.202297,3.77,11.99,1060,1845,1845,2000,0
1210287,194,88.356995,7.45,11.86,1061,1835,1404,1404,1
1210339,194,71.5791,6.01,11.91,1063,1803,1573,1573,1
1210392,194,77.230995,6.49,11.9,1064,1786,1558,1558,1
1210445,194,64.4872,5.41,11.92,1066,1749,1459,1459,1
1210497,194,53.7453,4.49,11.97,1067,1713,1713,1958,0
1210550,194,92.588806,7.82,11.84,1068,1671,1085,1085,1
1210603,194,50.682198,4.22,12.01,1069,1606,1606,2000,0
1210656,194,80.4276,6.77,11.88,1071,1575,1277,1277,1
1210709,194,33.7762,2.81,12.02,1072,1538,1538,2000,0
1210762,194,66.808,5.6,11.93,1073,1528,1481,1481,1
1210814,194,52.1892,4.36,11.97,1074,1508,1508,1937,0
1210867,194,62.565594,5.24,11.94,1075,1477,1465,1465,1
1210920,194,65.4957,5.49,11.93,1077,1455,1455,1593,0
1210973,194,63.5208,5.32,11.94,1078,1445,1445,1639,0
1211026,194,59.630497,4.99,11.95,1079,1440,1440,1698,0
1211079,194,59.510998,4.98,11.95,1080,1432,1432,1659,0
1211132,194,56.929604,4.76,11.96,1081,1420,1420,1695,0
1211184,194,53.2665,4.45,11.97,1083,1392,1392,1722,0
1211237,194,49.717,4.15,11.98,1084,1375,1375,1745,0
1211290,194,42.6355,3.55,12.01,1085,1362,1362,1808,0
1211343,194,40.473698,3.37,12.01,1085,1339,1339,1784,0
1211395,194,37.6539,3.13,12.03,1086,1332,1332,1812,0
1211448,194,34.6752,2.88,12.04,1087,1329,1329,1849,0
1211501,194,34.5548,2.87,12.04,1088,1317,1317,1815,0
1211554,194,33.832397,2.81,12.04,1088,1310,1310,1813,0
1211606,194,33.11,2.75,12.04,1089,1300,1300,1808,0
1211659,194,30.8736,2.56,12.06,1089,1279,1279,1840,0
1211712,194,25.105598,2.08,12.07,1090,1256,1256,1914,0
1211765,194,20.6739,1.71,12.09,1091,1241,1241,1917,0
1211818,194,18.755,1.55,12.1,1091,1235,1235,1913,0
1211870,194,16.819,1.39,12.1,1091,1211,1211,1927,0
1211923,194,12.3624,1.02,12.12,1092,1184,1184,1960,0
1211976,194,10.6744,0.88,12.13,1092,1173,1173,1947,0
1212029,194,7.6482,0.63,12.14,1092,1158,1158,1973,0
1212082,194,5.7105,0.47,12.15,1092,1138,1138,1963,0
1212134,194,4.374,0.36,12.15,1092,1132,1132,1959,0
1212187,194,3.648,0.3,12.16,1092,1124,1124,1958,0
1212240,194,3.04,0.25,12.16,1092,1103,1103,1953,0
1212293,194,1.9472,0.16,12.17,1092,1095,1095,1946,0
1212345,194,-0.3651,-0.03,12.17,1092,1090,1090,1964,0
1212398,194,-1.0962001,-0.09,12.18,1092,1085,1085,1932,0
1212451,194,-1.7052001,-0.14,12.18,1092,1077,1077,1920,0
1212504,194,-1.7052001,-0.14,12.18,1093,1064,1064,1915,0
1212556,194,-1.3398,-0.11,12.18,1093,1058,1058,1912,0
1212609,194,-0.73139995,-0.06,12.19,1093,1050,1050,1913,0
1212662,194,-0.2436,-0.02,12.18,1093,1045,1045,1910,0
1212714,194,0,0,12.18,1093,1040,1040,1905,0
1212767,194,0.36569998,0.03,12.19,1093,1034,1034,1893,0
1212820,194,0.36569998,0.03,12.19,1093,1018,1018,1887,0
1212873,194,0.36569998,0.03,12.19,1093,1006,1006,1873,0
1212926,194,0.36569998,0.03,12.19,1093,993,1000,1859,0
1212979,194,0.36569998,0.03,12.19,1093,989,1000,1858,0
1213031,194,0.36569998,0.03,12.19,1093,989,1000,1858,0
1213084,194,0.36569998,0.03,12.19,1093,989,1000,1858,0
1213137,194,0.36569998,0.03,12.19,1093,989,1000,1858,0
1213190,194,0.36569998,0.03,12.19,1093,989,1000,1858,0
1213242,194,0.366,0.03,12.2,1093,989,1000,1858,0
1213295,194,0.366,0.03,12.2,1093,989,1000,1858,0
